user_id,active_month,avg_month_logins_amount,days_since_last_login,frecuency_score_last_active_month,is_churn,avg_month_fiat_payment_volumen,avg_month_fiat_payment_tx_amount,avg_month_crypto_payment_volumen,avg_month_earn_volumen,avg_month_earn_tx_amount,avg_month_fiat_cashin_volumen,avg_month_fiat_cashin_tx_amount,avg_month_crypto_cashin_volumen,avg_month_crypto_cashin_tx_amount,avg_month_fiat_cashout_volumen,avg_month_fiat_cashout_tx_amount,avg_month_crypto_cashout_volumen,avg_month_crypto_cashout_tx_amount
user_01164,1,2.2,91,7.51,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1
user_01165,1,0.8,111,5.55,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0
user_01166,2,2.1,332,4.04,1,73.05,1,0.0,0.0,0,89.19,0,0.0,0,21.18,0,0.0,0
user_01167,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0
user_01168,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01169,2,1.0,227,5.25,1,0.0,0,32.9,0.0,0,32.2,0,0.0,0,0.0,1,30.48,0
user_01170,1,,,0.0,1,0.0,1,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0
user_01171,3,12.3,255,40.08,1,21.24,1,123.75,1.05,7,291.65,4,0.0,0,109.57,1,120.2,0
user_01172,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1
user_01173,2,1.2,153,6.13,1,0.0,1,0.0,0.0,0,20.08,0,0.0,0,20.84,1,0.0,0
user_01174,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0
user_01175,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01176,1,3.1,85,12.19,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01177,1,0.9,342,5.82,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0
user_01178,1,1.1,318,4.79,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0
user_01179,1,10.5,323,216.21,1,1170.59,44,0.0,0.0,0,1217.52,17,0.0,0,18.41,1,0.0,0
user_01180,3,4.6,118,11.58,1,0.0,0,0.0,0.0,0,1592.38,2,0.0,0,1553.48,1,0.0,1
user_01181,1,1.0,362,4.47,1,0.0,1,0.0,0.0,1,0.0,0,0.0,1,0.0,1,0.0,1
user_01182,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01183,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01184,1,1.0,217,5.54,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01185,1,2.1,201,46.13,1,0.0,0,0.0,0.0,0,2650.25,3,0.0,0,2893.65,3,0.0,0
user_01186,3,5.3,10,323.77,1,0.0,1,12.26,0.0,1,1.26,1,0.0,1,13.41,6,0.0,1
user_01187,2,3.0,272,5.13,1,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0
user_01188,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0
user_01189,3,2.9,271,4.87,1,32.25,0,0.0,0.0,1,37.74,1,0.0,0,2.64,0,0.0,0
user_01190,1,,,0.0,1,0.0,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01191,1,,,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1
user_01192,2,2.4,56,9.99,1,0.0,0,14.17,0.0,0,0.0,0,11.41,0,13.44,1,0.0,1
user_01193,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0
user_01194,1,1.2,131,4.68,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01195,1,1.0,217,5.29,1,0.0,0,0.0,0.0,0,0.0,1,0.0,1,0.0,1,0.0,1
user_01196,3,3.1,244,10.45,1,0.0,0,9.68,0.0,0,0.0,0,9.71,0,8.93,0,0.0,0
user_01197,1,2.6,328,12.02,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0
user_01198,1,1.8,79,9.33,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0
user_01199,1,0.8,166,21.36,1,0.0,0,0.86,0.0,0,0.0,0,0.0,0,0.75,1,0.0,0
user_01200,1,1.0,326,5.87,1,0.0,0,0.0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,1
user_01201,5,9.6,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,180.67,0,0.0,0,0.0,0
user_01202,2,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0
user_01203,1,,,0.0,1,0.0,0,0.0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,1
user_01204,1,1.0,248,5.42,1,0.0,0,0.0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0
user_01205,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0
user_01206,2,1.1,78,4.55,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1
user_01207,1,0.8,365,3.24,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01208,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01209,3,3.4,311,5.8,1,17.4,2,0.0,0.0,0,43.64,1,0.0,0,24.96,0,0.0,0
user_01210,1,6.6,321,58.02,1,91.08,4,0.0,0.02,2,122.08,2,0.0,0,21.61,1,0.0,0
user_01211,2,4.8,77,10.99,1,0.0,0,0.0,0.0,0,0.15,0,0.0,1,0.16,0,0.0,0
user_01212,1,1.1,255,3.66,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01213,1,1.0,334,3.12,1,0.0,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1
user_01214,1,1.0,353,4.03,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0
user_01215,3,13.2,297,5.92,1,0.0,0,0.51,0.0,0,0.39,1,0.0,0,0.2,0,0.0,1
user_01216,2,2.0,189,3.55,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01217,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01218,2,8.0,159,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01219,2,3.1,152,9.01,1,0.0,0,0.0,0.0,1,0.0,0,11.22,0,0.0,0,11.24,0
user_01220,1,1.6,290,20.06,1,414.03,2,0.0,0.0,0,423.61,1,0.0,0,0.0,0,0.0,0
user_01221,1,2.9,83,17.46,1,0.0,0,0.0,0.0,0,3.61,2,0.0,1,3.61,0,0.0,0
user_01222,5,7.3,172,10.38,1,0.0,0,0.0,0.43,4,120.64,1,0.0,0,129.49,6,0.0,1
user_01223,1,1.1,362,38.42,1,0.0,0,337.49,0.0,0,298.29,1,0.0,0,24.76,1,329.73,1
user_01224,1,1.1,226,5.37,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01225,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01226,1,,,0.0,1,0.0,0,0.0,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0
user_01227,1,0.9,75,3.8,1,0.0,1,0.0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,1
user_01228,1,0.9,354,4.38,1,0.0,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01229,2,2.4,271,9.13,1,59.64,3,0.0,0.0,0,77.39,4,0.0,1,25.69,1,0.0,0
user_01230,1,1.0,274,4.13,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0
user_01231,1,,,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0
user_01232,3,6.1,288,4.74,1,147.87,6,0.0,0.27,2,128.04,3,0.0,0,1.17,0,0.0,1
user_01233,1,1.0,301,4.24,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01234,3,1.7,259,9.55,1,0.0,1,0.0,0.0,0,1.75,0,0.0,1,1.69,0,0.0,0
user_01235,1,1.0,127,5.32,1,0.0,1,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0
user_01236,1,1.0,140,19.19,1,0.0,1,0.11,0.0,0,0.12,2,0.0,0,0.0,0,0.0,1
user_01237,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0
user_01238,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1
user_01239,3,1.0,96,5.76,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0
user_01240,1,,,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0
user_01241,1,2.9,103,67.15,1,0.0,0,6.08,0.0,1,1.47,1,5.0,0,6.92,2,0.0,0
user_01242,3,3.1,9,5.49,1,0.0,1,0.0,0.0,0,19.1,1,0.0,0,19.24,0,0.0,0
user_01243,1,0.8,269,5.95,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01244,1,6.1,285,68.28,1,315.49,8,0.0,0.0,0,375.56,4,0.0,0,57.95,2,0.0,0
user_01245,1,,,0.0,1,0.0,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1
user_01246,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1
user_01247,3,1.0,80,5.01,1,0.0,0,0.27,0.0,0,0.0,0,0.0,1,0.28,0,0.0,1
user_01248,4,6.3,53,80.68,1,0.0,0,33.3,0.06,2,34.09,4,0.0,1,9.88,2,23.86,3
user_01249,2,2.3,213,2.95,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0
user_01250,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1
user_01251,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0
user_01252,4,3.2,2,0.0,0,0.96,0,1.29,0.0,0,3.05,1,0.0,0,2.71,2,0.0,0
user_01253,3,1.1,28,3.44,1,3.1,0,0.0,0.0,0,3.15,0,0.0,0,0.01,0,0.0,0
user_01254,1,,,0.0,1,0.0,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01255,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0
user_01256,1,0.9,142,5.09,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0
user_01257,1,2.0,293,10.04,1,0.0,1,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0
user_01258,1,,,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,1
user_01259,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1
user_01260,2,3.7,311,8.09,1,6.28,2,0.0,0.0,0,38.48,2,0.0,0,28.06,1,0.0,1
user_01261,3,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01262,1,1.0,214,4.6,1,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0
user_01263,2,1.2,339,4.51,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1
user_01264,3,1.8,14,15.87,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01265,2,6.6,112,183.22,1,23.75,1,5.15,0.26,5,131.51,4,0.0,0,94.88,8,0.0,0
user_01266,1,1.1,216,5.34,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1
user_01267,2,3.0,63,4.7,1,0.0,0,0.0,0.0,0,3.45,1,0.0,0,3.45,0,0.0,0
user_01268,2,2.3,42,63.81,1,0.0,0,5.75,0.0,0,0.0,0,5.29,0,4.9,1,0.0,0
user_01269,2,0.9,217,4.44,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01270,1,1.0,231,4.36,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0
user_01271,6,4.7,23,0.0,0,9.44,0,0.0,0.19,13,54.84,1,0.0,0,48.7,1,0.0,0
user_01272,1,3.4,81,16.65,1,0.0,1,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0
user_01273,3,2.9,7,58.92,1,0.0,0,104.76,0.0,1,125.88,0,0.0,0,0.0,0,101.54,1
user_01274,1,3.4,268,13.46,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01275,1,1.0,350,4.7,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01276,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1
user_01277,4,1.8,142,3.93,1,0.0,0,27.08,0.0,0,0.0,0,25.21,0,26.98,0,0.0,0
user_01278,8,22.4,1,0.0,0,86.06,3,33.11,0.41,13,576.85,10,0.0,0,402.2,26,0.0,0
user_01279,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1
user_01280,4,9.6,102,298.39,1,0.0,1,114.33,0.21,73,56.28,0,0.0,0,55.78,0,0.0,0
user_01281,4,5.9,1,0.0,0,14.19,1,5.64,0.01,3,57.48,4,0.0,0,42.03,8,0.0,0
user_01282,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01283,2,2.4,184,36.33,1,192.75,4,0.0,0.0,1,207.88,1,0.0,0,3.45,0,0.0,0
user_01284,1,2.1,268,9.63,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01285,5,5.3,1,0.0,0,0.0,0,0.0,1.11,10,170.83,2,0.0,0,124.8,3,0.0,0
user_01286,1,1.8,109,10.28,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0
user_01287,2,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1
user_01288,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0
user_01289,8,25.8,00:00:00,0.0,0,19.83,5,0.11,0.0,0,825.5,32,0.0,0,862.38,143,0.0,0
user_01290,4,4.4,48,4.24,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01291,1,3.0,159,13.24,1,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1
user_01292,1,4.7,198,41.08,1,0.0,0,0.81,0.0,1,0.08,2,0.0,0,0.91,2,0.0,0
user_01293,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0
user_01294,2,1.1,297,4.28,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0
user_01295,1,5.1,68,34.62,1,0.0,1,4.02,0.0,0,0.0,1,0.0,0,3.62,3,0.0,1
user_01296,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01297,1,1.1,189,4.98,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0
user_01298,1,0.9,112,20.22,1,0.0,0,1.04,0.0,1,0.0,1,0.0,0,1.05,1,0.0,0
user_01299,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1
user_01300,4,19.1,7,432.54,1,81.75,11,0.0,0.82,8,532.59,20,0.0,0,522.47,54,0.0,0
user_01301,1,2.2,123,9.49,1,0.0,0,0.0,0.0,0,0.61,1,0.0,1,0.0,0,0.0,0
user_01302,5,4.3,1,0.0,0,185.42,9,0.0,0.0,2,167.86,4,0.0,0,2.05,0,0.0,0
user_01303,1,1.9,272,7.16,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0
user_01304,1,3.9,332,42.02,1,0.0,0,9.3,0.0,0,0.0,0,9.31,0,9.82,1,0.0,0
user_01305,1,3.2,105,20.5,1,0.0,0,0.0,0.0,0,7.21,1,0.0,0,7.04,1,0.0,0
user_01306,1,1.1,270,5.06,1,0.0,1,0.0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0
user_01307,2,5.1,320,11.63,1,15.21,1,0.0,0.0,0,14.46,1,0.0,0,0.42,0,0.0,0
user_01308,1,,,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0
user_01309,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01310,1,0.9,81,4.68,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1
user_01311,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,1,0.0,1
user_01312,1,,,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0
user_01313,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0
user_01314,1,7.0,113,132.4,1,705.4,38,0.0,0.0,0,840.83,11,0.0,0,5.55,1,0.0,0
user_01315,1,4.3,319,67.07,1,91.36,10,0.0,0.0,0,93.79,2,0.0,0,0.0,0,0.0,0
user_01316,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01317,3,4.8,18,14.09,1,1.4,0,4.26,0.0,0,12.66,2,0.0,0,13.1,3,0.0,1
user_01318,1,1.1,319,5.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0
user_01319,1,0.8,142,38.16,1,0.46,1,4.16,0.0,0,0.4,2,0.0,0,3.79,1,0.0,0
user_01320,1,3.0,129,25.76,1,0.0,0,0.0,0.0,0,1.57,1,0.0,1,1.64,1,0.0,0
user_01321,1,1.7,216,13.85,1,0.0,0,0.0,0.0,0,410.34,2,0.0,0,440.31,1,0.0,0
user_01322,3,16.3,236,979.71,1,0.0,0,2556.89,0.93,4,124398.48,424,0.0,1,135447.2,72,0.0,1
user_01323,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0
user_01324,1,1.1,344,4.79,1,0.0,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01325,9,11.7,105,41.0,1,54.16,8,1.64,0.07,4,156.88,10,0.0,0,90.91,7,0.0,0
user_01326,2,5.9,45,13.73,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0
user_01327,1,2.2,162,9.21,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1
user_01328,9,1.9,241,0.0,0,0.0,0,0.0,0.01,17,5.51,0,0.0,0,5.15,0,0.0,1
user_01329,3,1.0,283,3.59,1,9.9,0,0.0,0.02,0,56.52,0,0.0,1,43.87,1,0.0,0
user_01330,1,1.7,136,22.63,1,4.02,1,0.0,0.0,0,3.77,1,0.0,0,0.0,0,0.0,0
user_01331,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0
user_01332,2,2.2,87,8.38,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0
user_01333,1,1.1,224,5.67,1,0.0,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01334,3,1.1,29,4.59,1,0.0,0,0.0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,0
user_01335,4,6.6,2,0.0,0,18.44,1,1.72,0.24,9,82.71,0,0.0,1,61.43,2,0.0,0
user_01336,9,16.9,202,0.0,0,0.0,0,674.52,0.01,23,1994.64,7,0.0,1,1251.02,0,676.18,0
user_01337,1,,,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,1,0.0,0,0.0,1
user_01338,1,1.0,253,3.08,1,0.0,1,0.0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0
user_01339,1,,,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0
user_01340,1,1.8,285,8.29,1,0.0,0,0.0,0.0,1,0.0,1,0.0,0,0.0,1,0.0,0
user_01341,3,7.0,145,0.0,1,0.0,0,0.0,0.0,0,1512.03,27,0.0,0,1431.76,484,0.0,0
user_01342,3,5.3,18,23.74,1,0.0,0,6.67,0.17,12,49.25,1,0.0,0,37.63,2,0.0,0
user_01343,2,3.1,316,25.46,1,0.0,0,0.0,0.0,0,8.36,0,0.0,0,7.87,0,0.0,0
user_01344,1,,,0.0,1,0.0,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1
user_01345,1,2.0,295,8.01,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01346,1,5.8,265,71.89,1,330.88,13,0.0,0.0,0,315.42,3,0.0,0,10.85,0,0.0,0
user_01347,1,2.2,305,10.25,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01348,5,6.1,139,106.7,1,0.0,0,33.96,0.0,10,33.9,0,0.0,0,0.26,0,34.35,0
user_01349,6,7.9,62,0.0,0,0.0,0,3.05,0.01,33,1.47,1,1.96,0,3.46,0,0.0,1
user_01350,1,,,0.0,1,0.0,0,0.0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0
user_01351,1,2.6,67,16.45,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0
user_01352,1,0.9,253,4.86,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01353,1,3.3,220,13.09,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01354,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01355,3,,,0.0,1,0.0,1,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0
user_01356,1,1.0,354,4.15,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01357,1,1.1,143,39.87,1,0.08,1,3.8,0.0,0,0.07,0,0.0,0,4.2,0,0.0,1
user_01358,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1
user_01359,8,10.6,115,0.0,0,14.09,2,98.31,0.2,13,208.31,2,61.92,0,109.97,3,113.95,1
user_01360,1,0.9,140,4.91,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0
user_01361,5,4.0,96,4.43,1,0.0,0,0.26,0.0,1,0.09,0,0.0,0,0.22,0,0.0,0
user_01362,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0
user_01363,6,21.2,8,0.0,0,0.0,0,0.0,0.52,2,1211.7,37,0.0,0,1293.36,28,0.0,0
user_01364,1,1.1,170,24.41,1,0.0,0,2.32,0.0,1,0.0,0,0.0,0,2.44,1,0.0,0
user_01365,2,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01366,1,,,0.0,1,0.0,0,0.0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0
user_01367,4,7.1,81,4.48,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0
user_01368,1,,,0.0,1,0.0,0,0.0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0
user_01369,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01370,1,1.1,348,4.88,1,0.0,0,0.0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0
user_01371,1,0.7,306,5.74,1,0.0,0,0.0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0
user_01372,3,6.1,282,32.62,1,76.03,1,0.0,0.0,0,92.42,2,0.0,1,9.96,2,0.0,0
user_01373,2,17.4,83,225.18,1,79.93,0,0.0,0.0,0,52329.66,77,0.0,0,51100.02,43,0.0,1
user_01374,1,1.0,69,4.94,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01375,1,0.9,263,4.22,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0
user_01376,1,,,0.0,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0
user_01377,1,1.0,315,5.72,1,0.0,1,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0
user_01378,1,,,0.0,1,0.0,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01379,4,8.9,19,70.62,1,0.0,0,195.09,0.0,0,0.0,1,200.88,2,178.12,2,0.0,0
user_01380,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,1
user_01381,1,2.1,268,11.8,1,0.0,1,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0
user_01382,2,4.0,46,28.63,1,0.0,0,0.0,0.01,10,2.95,1,0.0,0,2.37,1,0.0,0
user_01383,1,1.0,243,5.9,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0
user_01384,1,0.9,134,3.62,1,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0
user_01385,2,1.0,171,4.75,1,0.0,0,0.44,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0
user_01386,1,2.5,363,12.79,1,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1
user_01387,3,3.8,60,11.76,1,0.0,0,0.0,0.0,0,92.62,1,0.0,0,84.77,0,0.0,0
user_01388,1,1.2,316,4.66,1,0.0,0,0.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0
user_01389,2,5.8,280,7.86,1,24.77,1,0.0,0.0,0,73.97,3,0.0,0,46.22,4,0.0,0
user_01390,1,,,0.0,1,0.0,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1
user_01391,1,1.0,319,4.73,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01392,1,0.8,164,7.03,1,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0
user_01393,1,,,0.0,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01394,3,3.0,278,8.04,1,173.34,7,0.0,0.01,2,185.02,5,0.0,0,6.61,1,0.0,0
user_01395,1,3.2,236,17.63,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01396,2,1.1,329,4.63,1,0.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0
user_01397,4,10.5,2,0.0,0,10.85,2,0.0,0.05,12,93.29,5,0.0,1,73.46,8,0.0,0
user_01398,1,,,0.0,1,0.0,1,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
user_01399,1,7.9,327,97.36,1,288.42,14,0.0,0.0,0,386.07,4,0.0,0,81.99,2,0.0,0
